nhân	128 560 172 577
ký	172 560 215 577
nhận	215 560 259 577
Y,	650 566 680 585
Bác	680 566 710 585
sĩ	710 566 740 585
điều	740 566 771 585
trị	771 566 801 585
BS.	617 633 668 657
Đào	668 633 719 657
Tiến	719 633 771 657
Trung	771 633 822 657
Tái	43 686 88 710
khám	88 686 132 710
xin	132 686 177 710
mang	177 686 222 710
theo	222 686 267 710
đơn,	267 686 311 710
xét	311 686 356 710
nghiệm,	356 686 401 710
phim	401 686 446 710
(nếu	446 686 490 710
có)	490 686 535 710
10/06/2021	773 726 867 742
21:16:04	867 726 960 742

Khoa	34 56 86 72
Khám	86 56 139 72
bệnh	139 56 192 72
PK	34 83 68 105
SỐ	68 83 102 105
3	102 83 136 105
[NHI]	136 83 171 105
Số	489 85 565 114
phiếu	565 85 642 114
13953/2019	642 85 718 114
4651126	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 210
205	573 193 615 210
46409	672 193 736 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chẩn	36 256 82 274
đoán:	82 256 128 274
K21	128 256 175 274
-	175 256 221 274
Bệnh	221 256 267 274
trào	267 256 313 274
ngược	313 256 359 274
dạ	359 256 405 274
dày-thực	405 256 451 274
quản	451 256 497 274
1)	60 358 185 385
METRONIDAZOL	185 358 310 385
250mg	310 358 435 385
SL:	782 361 831 382
20	831 361 880 382
Viên	880 361 928 382
Ghi	44 384 100 407
chú	100 384 155 407
Uống:	155 384 210 407
Chiều	676 386 715 404
2	715 386 755 404
Viên	755 386 794 404
Sáng	380 388 418 407
2	418 388 456 407
Viên	456 388 494 407
2)	57 409 155 435
FAMOGAST	155 409 252 435
40mg	252 409 350 435
SL:	782 410 831 430
10	831 410 880 430
Viên	880 410 928 430
Ghi	44 432 100 456
chú	100 432 155 456
Uống:	155 432 210 456
Chiều	675 435 714 452
1	714 435 753 452
Viên	753 435 793 452
Sáng	380 437 418 456
1	418 437 456 456
Viên	456 437 494 456
Cộng	43 463 97 480
khoản:	97 463 151 480
2	151 463 205 480
khoản	205 463 259 480
Lời	43 485 85 502
dặn	85 485 127 502
đơn	127 485 169 502
thuốc:	169 485 211 502
Ngày	43 510 86 528
hẹn	86 510 130 528
tái	130 510 173 528
khám:	173 510 217 528
Ngày	636 542 726 560
07/03/2019	726 542 815 560
Bệnh	85 560 128 577
nhân	128 560 172 577
ký	172 560 215 577
nhận	215 560 259 577
Y,	650 566 680 585
Bác	680 566 710 585
sĩ	710 566 740 585
điều	740 566 771 585
trị	771 566 801 585
BS.	636 635 690 658
khong	690 635 744 658
dung	744 635 798 658
Tái	43 688 88 708
khám	88 688 132 708
xin	132 688 177 708
mang	177 688 222 708
theo	222 688 267 708
đơn,	267 688 311 708
xét	311 688 356 708
nghiệm,	356 688 401 708
phim	401 688 446 708
(nếu	446 688 490 708
có)	490 688 535 708
09/05/2021	771 726 865 742
19:51:30	865 726 960 742

1/1	76 26 148 54
PK	34 83 67 105
Số	67 83 100 105
7	100 83 132 105
[Mắt]	132 83 165 105
Số	489 85 565 114
phiếu	565 85 642 114
69968/2018	642 85 718 114
4680111	823 93 903 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 209
209	573 193 615 209
26325	669 193 736 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 219 96 233
Cận	36 238 86 257
lâm	86 238 136 257
sàng:	136 238 186 257
Đo	186 238 236 257
hoạt	236 238 286 257
độ	286 238 336 257
ALT	336 238 386 257
(GPT)	386 238 436 257
(Máu),	436 238 486 257
Đo	486 238 536 257
hoạt	536 238 586 257
độ	586 238 636 257
AST	636 238 686 257
(GOT)	686 238 736 257
(Máu),	736 238 786 257
Định	786 238 836 257
lượng	836 238 886 257
Cholesterol	886 238 936 257
toàn	34 257 100 274
phần	100 257 165 274
(máu),	165 257 231 274
Định	231 257 297 274
lượng	297 257 363 274
Glucose	363 257 428 274
(Máu),	428 257 494 274
Định	494 257 560 274
lượng	560 257 626 274
HDL-C	626 257 692 274
(High	692 257 757 274
density	757 257 823 274
lipoprotein	823 257 889 274
Cholesterol)	889 257 955 274
[Máu],	36 274 102 293
Định	102 274 168 293
lượng	168 274 234 293
Triglycerid	234 274 300 293
(máu)	300 274 365 293
[Máu];	365 274 431 293
Chấn	36 291 86 312
đoán:	86 291 136 312
K76	136 291 186 312
-	186 291 236 312
Bệnh	236 291 286 312
gan	286 291 336 312
khác;	336 291 386 312
(E11)TD	386 291 436 312
Bệnh	436 291 486 312
đái	486 291 536 312
tháo	536 291 586 312
đường	586 291 636 312
không	636 291 686 312
phụ	686 291 736 312
thuộc	736 291 786 312
insulin;	786 291 836 312
(E78)	836 291 886 312
Rối	886 291 936 312
loạn	34 310 84 328
chuyển	84 310 134 328
hoá	134 310 184 328
lipoprotein	184 310 234 328
và	234 310 284 328
tình	284 310 334 328
trạng	334 310 384 328
tăng	384 310 434 328
lipid	434 310 484 328
máu	484 310 534 328
khác;	534 310 584 328
(J02)	584 310 634 328
Viêm	634 310 684 328
họng	684 310 734 328
cấp:	734 310 784 328
(G46?)	784 310 834 328
Hội	834 310 884 328
chứng	884 310 934 328
mạch	34 328 86 347
máu	86 328 139 347
não	139 328 192 347
trong	192 328 244 347
bệnh	244 328 297 347
mạch	297 328 350 347
não	350 328 402 347
(I60-167t)	402 328 455 347
1)	60 396 153 423
FUDCIME	153 396 247 423
200MG	247 396 340 423
200mg	340 396 434 423
SL:	782 398 831 419
10	831 398 880 419
Viên	880 398 928 419
Ghi	44 419 100 443
chú	100 419 155 443
Uống:	155 419 210 443
Chiều	675 423 715 440
1	715 423 756 440
Viên	756 423 797 440
Sáng	380 424 418 442
1	418 424 456 442
Viên	456 424 494 442
2)	59 444 159 471
STACETAM	159 444 259 471
800MG	259 444 359 471
800mg	359 444 459 471
SL:	782 447 831 468
10	831 447 880 468
Viên	880 447 928 468
Ghi	44 468 100 492
chú	100 468 155 492
Uống:	155 468 210 492
Chiều	675 471 714 488
1	714 471 753 488
Viên	753 471 793 488
Sáng	380 472 418 491
1	418 472 456 491
Viên	456 472 494 491
Cộng	43 500 97 518
khoản:	97 500 151 518
2	151 500 205 518
khoản	205 500 259 518
Lời	43 521 85 538
dặn	85 521 127 538
đơn	127 521 169 538
thuốc:	169 521 211 538
Ngày	43 546 86 565
hẹn	86 546 130 565
tái	130 546 173 565
khám:	173 546 217 565
Ngày	636 579 726 598
08/11/2018	726 579 815 598
Bệnh	85 596 128 614
nhân	128 596 172 614
ký	172 596 215 614
nhận	215 596 259 614
Y,	650 604 680 621
Bác	680 604 710 621
sĩ	710 604 740 621
điều	740 604 771 621
trị	771 604 801 621
YS.	603 672 661 696
Nguyễn	661 672 719 696
Văn	719 672 777 696
Tùng	777 672 835 696
Tái	43 724 88 745
khám	88 724 132 745
xin	132 724 177 745
mang	177 724 222 745
theo	222 724 267 745
đơn,	267 724 311 745
xét	311 724 356 745
nghiệm,	356 724 401 745
phim	401 724 446 745
(nếu	446 724 490 745
có)	490 724 535 745
09/05/2021	771 763 865 779
08:55:42	865 763 960 779

Khoa	34 56 86 72
Khám	86 56 139 72
bệnh	139 56 192 72
PK	34 83 68 105
SỐ	68 83 102 105
3	102 83 136 105
[NHI]	136 83 171 105
Số	489 85 565 114
phiếu	565 85 642 114
57900/2018	642 85 718 114
4751809	823 93 905 110
TOA	342 112 450 143
THUỐC	450 112 557 143
BHYT	557 112 665 143
Nam	815 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 210
160	573 193 615 209
28086	669 193 738 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chần	36 254 85 275
đoán:	85 254 134 275
G46?	134 254 182 275
-	182 254 231 275
Hội	231 254 280 275
chứng	280 254 328 275
mạch	328 254 377 275
máu	377 254 426 275
não	426 254 475 275
trong	475 254 523 275
bệnh	523 254 572 275
mạch	572 254 621 275
não	621 254 669 275
(160-167t);	669 254 718 275
(J02)	718 254 767 275
Viêm	767 254 815 275
họng	815 254 864 275
cấp	864 254 913 275
1)	60 360 153 385
FUDCIME	153 360 247 385
200MG	247 360 340 385
200mg	340 360 434 385
SL:	782 361 831 382
10	831 361 880 382
Viên	880 361 928 382
Ghi	44 384 100 407
chú	100 384 155 407
Uống:	155 384 210 407
Chiều	676 386 715 404
1	715 386 755 404
Viên	755 386 794 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
2)	59 409 159 435
STACETAM	159 409 259 435
800MG	259 409 359 435
800mg	359 409 459 435
SL:	782 410 831 430
10	831 410 880 430
Viên	880 410 928 430
Ghi	44 432 100 456
chú	100 432 155 456
Uống:	155 432 210 456
Chiều	675 435 715 452
1	715 435 756 452
Viên	756 435 797 452
Sáng	380 437 418 456
1	418 437 456 456
Viên	456 437 494 456
Cộng	43 463 97 480
khoản:	97 463 151 480
2	151 463 205 480
khoản	205 463 259 480
Lời	43 485 85 502
dặn	85 485 127 502
đơn	127 485 169 502
thuốc:	169 485 211 502
Ngày	43 510 86 528
hẹn	86 510 130 528
tái	130 510 173 528
khám:	173 510 217 528
Ngày	636 542 726 560
19/09/2018	726 542 815 560
Bệnh	85 560 128 577
nhân	128 560 172 577
ký	172 560 215 577
nhận	215 560 259 577
Y,	650 565 680 585
Bác	680 565 710 585
sĩ	710 565 740 585
điều	740 565 771 585
trị	771 565 801 585
YS.	603 634 661 660
Nguyễn	661 634 719 660
Văn	719 634 777 660
Tùng	777 634 835 660
Tái	43 688 88 708
khám	88 688 132 708
xin	132 688 177 708
mang	177 688 222 708
theo	222 688 267 708
đơn,	267 688 311 708
xét	311 688 356 708
nghiệm,	356 688 401 708
phim	401 688 446 708
(nếu	446 688 490 708
có)	490 688 535 708
19/05/2021	773 726 867 742
09:58:06	867 726 960 742

Điện	36 65 103 87
thoại:	103 65 170 87
ĐƠN	345 93 446 120
THUỐC	446 93 548 120
BHYT	548 93 650 120
Cân	610 134 672 156
nặng	672 134 733 156
kg	733 134 795 156
nam	795 134 857 156
x	857 134 919 156
Chẩn	32 218 93 246
đoán:	93 218 153 246
M13.0	153 218 214 246
-	214 218 275 246
Viêm	275 218 336 246
đa	336 218 397 246
khớp	397 218 458 246
không	458 218 519 246
đặc	519 218 580 246
hiệu;	580 218 640 246
(E11)td	640 218 701 246
ệnh	701 218 762 246
đái	762 218 823 246
tháo	823 218 884 246
đường	32 242 113 270
không	113 242 193 270
phụ	193 242 274 270
thuộc	274 242 355 270
insuline;	355 242 436 270
(E75)td	436 242 517 270
Rối	517 242 598 270
loạn	598 242 679 270
chuyển	679 242 760 270
hóa	760 242 840 270
sphingolipid	840 242 921 270
và	32 266 87 293
rối	87 266 143 293
loạn	143 266 199 293
tích	199 266 254 293
luỹ	254 266 310 293
lipid;	310 266 366 293
(120)	366 266 421 293
Cơn	421 266 477 293
đau	477 266 533 293
thắt	533 266 588 293
ngực;	588 266 644 293
(H81)	644 266 700 293
Rối	700 266 755 293
loạn	755 266 811 293
chức	811 266 866 293
năng	866 266 922 293
tiền	30 290 83 312
đình	83 290 136 312
Thuốc	32 315 91 341
điều	91 315 150 341
trị:	150 315 209 341
1)	32 346 129 373
Loxoprofen	129 346 226 373
(Mezafen)	226 346 324 373
60mg	324 346 421 373
Uống:	245 390 298 413
Sáng	298 390 351 413
1	351 390 404 413
Viên	404 390 457 413
CHIều	457 390 510 413
1	510 390 563 413
Viên	563 390 616 413
Tối	616 390 669 413
1	669 390 722 413
Viên	722 390 775 413
SL:	36 391 80 410
30	80 391 125 410
Viên	125 391 169 410
2)	29 423 103 454
Đinh	103 423 177 454
lăng,	177 423 251 454
bạch	251 423 325 454
quả	325 423 399 454
(Hoạt	399 423 473 454
huyết	473 423 546 454
dưỡng	546 423 620 454
não)	620 423 694 454
150mg+20mg	694 423 768 454
Uống:	245 470 301 495
Sáng	301 470 358 495
3	358 470 414 495
viên	414 470 471 495
CHIều	471 470 527 495
3	527 470 584 495
viên	584 470 640 495
SL:	36 471 79 490
60	79 471 121 490
viên	121 471 164 490
Lời	36 512 86 531
dặn:	86 512 135 531
Ngày	562 538 617 565
04	617 538 672 565
tháng	672 538 726 565
01	726 538 781 565
năm	781 538 836 565
2022	836 538 891 565
Bác	590 568 646 593
sỹ/Y	646 568 701 593
sỹ	701 568 757 593
khám	757 568 813 593
bệnh	813 568 868 593
(Ký,	619 598 663 620
ghi	663 598 707 620
rõ	707 598 752 620
họ	752 598 796 620
tên)	796 598 840 620
BS.	590 680 659 714
Nguyễn	659 680 727 714
Thế	727 680 796 714
Chiến	796 680 865 714
Khám	53 716 108 738
lại	108 716 163 738
xin	163 716 218 738
mang	218 716 273 738
theo	273 716 327 738
đơn	327 716 382 738
này	382 716 437 738
Tên	53 745 108 770
bố	108 745 163 770
hoặc	163 745 218 770
mẹ	218 745 273 770
của	273 745 327 770
trẻ	327 745 382 770
hoặc	382 745 437 770
người	437 745 492 770
đưa	492 745 546 770
trẻ	546 745 601 770
đến	601 745 656 770
khám	656 745 711 770
bệnh,	711 745 766 770
chữa	766 745 820 770
bệnh	820 745 875 770

1/1	76 26 148 54
PK	34 83 69 104
Số	69 83 105 104
5.1	105 83 140 104
[TĐ]	140 83 176 104
Số	489 85 564 114
phiếu	564 85 639 114
27239/2021	639 85 714 114
4894629	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
CB	246 193 281 209
35	481 193 509 209
208	573 193 615 210
48582	669 193 736 210
2	327 194 344 210
35	394 194 423 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chẩn	36 256 84 274
đoán:	84 256 131 274
E11	131 256 178 274
-	178 256 226 274
Bệnh	226 256 273 274
đái	273 256 321 274
tháo	321 256 368 274
đường	368 256 415 274
không	415 256 463 274
phụ	463 256 510 274
thuộc	510 256 557 274
insuline	557 256 605 274
1)	60 360 159 385
MEGLUCON	159 360 257 385
1000	257 360 356 385
1000mg	356 360 455 385
SL:	782 361 831 382
60	831 361 880 382
Viên	880 361 928 382
Ghi	44 385 88 409
chú	88 385 131 409
Uống	131 385 175 409
sau	175 385 218 409
khi	218 385 261 409
ăn:	261 385 305 409
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
Cộng	43 414 97 432
khoản:	97 414 151 432
1	151 414 205 432
khoản	205 414 259 432
Lời	43 435 85 454
dặn	85 435 127 454
đơn	127 435 169 454
thuốc:	169 435 211 454
Ngày	43 458 94 479
hẹn	94 458 146 479
tái	146 458 197 479
khám:	197 458 248 479
Thứ	248 458 300 479
ba,	300 458 351 479
13/07/2021	351 458 402 479
Ngày	636 494 726 512
14/05/2021	726 494 815 512
Bệnh	85 510 128 528
nhân	128 510 172 528
ký	172 510 215 528
nhận	215 510 259 528
Y,	650 516 680 537
Bác	680 516 710 537
sĩ	710 516 740 537
điều	740 516 771 537
trị	771 516 801 537
BS.	617 585 668 609
Đào	668 585 719 609
Tiến	719 585 771 609
Trung	771 585 822 609
Tái	43 640 88 659
khám	88 640 132 659
xin	132 640 177 659
mang	177 640 222 659
theo	222 640 267 659
đơn,	267 640 311 659
xét	311 640 356 659
nghiệm,	356 640 401 659
phim	401 640 446 659
(nếu	446 640 490 659
có)	490 640 535 659
21/05/2021	771 677 865 693
16:56:08	865 677 960 693

1/1	76 26 148 54
TRÀNG	203 54 259 71
AN	259 54 314 71
Số	489 85 560 114
phiếu	560 85 631 114
1386/2021	631 85 702 114
4890866	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	813 149 861 165
Nữ	901 149 931 165
CT	246 193 281 210
35	481 193 509 209
208	573 193 615 210
38353	669 193 736 210
2	327 194 344 209
35	394 194 423 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chấn	36 254 82 274
đoán:	82 254 128 274
M06	128 254 175 274
-	175 254 221 274
Viêm	221 254 267 274
khớp	267 254 313 274
dạng	313 254 359 274
thấp	359 254 405 274
khác;	405 254 451 274
(H81)	451 254 497 274
Rối	497 254 543 274
loạn	543 254 589 274
chức	589 254 635 274
năng	635 254 681 274
tiền	681 254 727 274
đinh	727 254 773 274
1)	60 360 148 385
MEZAFEN	148 360 236 385
60mg	236 360 325 385
SL:	782 361 831 382
10	831 361 880 382
Viên	880 361 928 382
Ghi	44 384 100 407
chú	100 384 155 407
Uống:	155 384 210 407
Chiều	675 386 714 404
1	714 386 753 404
Viên	753 386 793 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
2)	59 406 159 435
HOẠT	159 406 259 435
HUYẾT	259 406 359 435
DƯỠNG	359 406 459 435
NÃO	459 406 559 435
150mg+20mg	559 406 659 435
SL:	782 410 830 430
20	830 410 877 430
viên	877 410 925 430
Ghi	44 432 100 456
chú	100 432 155 456
Uống:	155 432 210 456
Chiều	675 435 713 452
2	713 435 751 452
viên	751 435 789 452
Sáng	380 437 415 456
2	415 437 451 456
viên	451 437 486 456
Cộng	43 463 97 480
khoản:	97 463 151 480
2	151 463 205 480
khoản	205 463 259 480
Lời	43 485 85 502
dặn	85 485 127 502
đơn	127 485 169 502
thuốc:	169 485 211 502
Ngày	43 510 86 528
hẹn	86 510 130 528
tái	130 510 173 528
khám:	173 510 217 528
Ngày	636 542 726 560
23/04/2021	726 542 815 560
Bệnh	85 560 128 577
nhân	128 560 172 577
ký	172 560 215 577
nhận	215 560 259 577
Y,	650 566 680 585
Bác	680 566 710 585
sĩ	710 566 740 585
điều	740 566 771 585
trị	771 566 801 585
BS.	628 635 673 654
Trần	673 635 718 654
Văn	718 635 763 654
Hải	763 635 807 654
Tái	43 688 88 708
khám	88 688 132 708
xin	132 688 177 708
mang	177 688 222 708
theo	222 688 267 708
đơn,	267 688 311 708
xét	311 688 356 708
nghiệm,	356 688 401 708
phim	401 688 446 708
(nếu	446 688 490 708
có)	490 688 535 708
23/05/2021	771 726 865 742
08:32:18	865 726 960 742

1/1	76 26 148 54
TRÀNG	203 54 259 71
AN	259 54 314 71
Số	489 85 560 114
phiếu	560 85 631 114
1508/2021	631 85 702 114
4890866	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	813 149 861 165
Nữ	901 149 931 165
CT	246 193 281 210
35	481 193 509 209
208	573 193 615 210
38353	669 193 736 210
2	327 194 344 209
35	394 194 423 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chấn	36 254 82 274
đoán:	82 254 128 274
M06	128 254 175 274
-	175 254 221 274
Viêm	221 254 267 274
khớp	267 254 313 274
dạng	313 254 359 274
thấp	359 254 405 274
khác;	405 254 451 274
(H81)	451 254 497 274
Rối	497 254 543 274
loạn	543 254 589 274
chức	589 254 635 274
năng	635 254 681 274
tiền	681 254 727 274
đinh	727 254 773 274
1)	60 360 148 385
MEZAFEN	148 360 236 385
60mg	236 360 325 385
SL:	782 361 831 382
10	831 361 880 382
Viên	880 361 928 382
Ghi	44 384 100 407
chú	100 384 155 407
Uống:	155 384 210 407
Chiều	675 386 714 404
1	714 386 753 404
Viên	753 386 793 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
2)	59 406 159 435
HOẠT	159 406 259 435
HUYẾT	259 406 359 435
DƯỠNG	359 406 459 435
NÃO	459 406 559 435
150mg+20mg	559 406 659 435
SL:	782 410 830 430
20	830 410 877 430
viên	877 410 925 430
Ghi	44 432 100 456
chú	100 432 155 456
Uống:	155 432 210 456
Chiều	675 435 713 452
2	713 435 751 452
viên	751 435 789 452
Sáng	380 437 415 456
2	415 437 451 456
viên	451 437 486 456
Cộng	43 463 97 480
khoản:	97 463 151 480
2	151 463 205 480
khoản	205 463 259 480
Lời	43 485 85 502
dặn	85 485 127 502
đơn	127 485 169 502
thuốc:	169 485 211 502
Ngày	43 510 86 528
hẹn	86 510 130 528
tái	130 510 173 528
khám:	173 510 217 528
Ngày	636 542 726 560
05/05/2021	726 542 815 560
Bệnh	85 560 128 577
nhân	128 560 172 577
ký	172 560 215 577
nhận	215 560 259 577
Y,	650 566 680 585
Bác	680 566 710 585
sĩ	710 566 740 585
điều	740 566 771 585
trị	771 566 801 585
BS.	628 635 673 654
Trần	673 635 718 654
Văn	718 635 763 654
Hải	763 635 807 654
Tái	43 688 88 708
khám	88 688 132 708
xin	132 688 177 708
mang	177 688 222 708
theo	222 688 267 708
đơn,	267 688 311 708
xét	311 688 356 708
nghiệm,	356 688 401 708
phim	401 688 446 708
(nếu	446 688 490 708
có)	490 688 535 708
23/05/2021	771 726 865 742
08:32:24	865 726 960 742

1/1	74 32 149 54
BÌNH	198 52 261 66
NGHĨA	261 52 323 66
Số	483 78 551 97
phiếu	551 78 620 97
3783/2021	620 78 689 97
4732758	811 82 896 96
TOA	336 97 444 121
THUỐC	444 97 551 121
BHYT	551 97 659 121
Nam	806 126 849 137
Nữ	892 126 922 137
208	563 157 607 171
42368	662 157 728 171
4	324 160 419 171
lần/phút	220 177 279 190
Huyết	279 177 337 190
áp:	337 177 396 190
Mạch:	36 179 97 190
MMHg	587 179 649 191
Thân	649 179 711 191
nhiệt:	711 179 774 191
Cận	36 192 77 206
lâm	77 192 119 206
sàng:	119 192 161 206
Chần	33 200 77 220
đoán:	77 200 122 220
M13	122 200 166 220
-	166 200 210 220
Các	210 200 254 220
